,x
sector22732,Health care and social assistance
sector22733,Accommodation and food services
sector22734,Total for all sectors
sector22735,Total for all sectors
sector22736,Total for all sectors
sector22737,Manufacturing
sector22738,Manufacturing
sector22739,Wholesale trade
sector22740,Wholesale trade
sector22741,Retail trade
sector22742,Retail trade
sector22743,Transportation and warehousing(607)
sector22744,Transportation and warehousing(607)
sector22745,"Professional, scientific, and technical services"
sector22746,Administrative and support and waste management and remediation services
sector22747,Administrative and support and waste management and remediation services
sector22748,Health care and social assistance
sector22749,"Arts, entertainment, and recreation"
sector22750,"Arts, entertainment, and recreation"
sector22751,Accommodation and food services
sector22752,Accommodation and food services
sector22753,Other services (except public administration)(609)
sector22754,Total for all sectors
sector22755,Total for all sectors
sector22756,Total for all sectors
sector22757,Construction
sector22758,Manufacturing
sector22759,Transportation and warehousing(607)
sector22760,Finance and insurance(608)
sector22761,Finance and insurance(608)
sector22762,Real estate and rental and leasing
sector22763,Health care and social assistance
sector22764,Health care and social assistance
sector22765,"Arts, entertainment, and recreation"
sector22766,Accommodation and food services
sector22767,Total for all sectors
sector22768,Total for all sectors
sector22769,Total for all sectors
sector22770,Construction
sector22771,Wholesale trade
sector22772,Retail trade
sector22773,Retail trade
sector22774,Retail trade
sector22775,Health care and social assistance
sector22776,"Arts, entertainment, and recreation"
sector22777,Total for all sectors
sector22778,Total for all sectors
sector22779,Total for all sectors
sector22780,Construction
sector22781,Transportation and warehousing(607)
sector22782,Finance and insurance(608)
sector22783,Administrative and support and waste management and remediation services
sector22784,Administrative and support and waste management and remediation services
sector22785,Educational services
sector22786,Health care and social assistance
sector22787,"Arts, entertainment, and recreation"
sector22788,Accommodation and food services
sector22789,Total for all sectors
sector22790,Total for all sectors
sector22791,Construction
sector22792,Manufacturing
sector22793,Retail trade
sector22794,Real estate and rental and leasing
sector22795,"Professional, scientific, and technical services"
sector22796,Total for all sectors
sector22797,Total for all sectors
sector22798,Retail trade
sector22799,Health care and social assistance
sector22800,Total for all sectors
sector22801,Total for all sectors
sector22802,Construction
sector22803,Manufacturing
sector22804,Manufacturing
sector22805,Retail trade
sector22806,Transportation and warehousing(607)
sector22807,Finance and insurance(608)
sector22808,Real estate and rental and leasing
sector22809,Health care and social assistance
sector22810,"Arts, entertainment, and recreation"
sector22811,Accommodation and food services
sector22812,Other services (except public administration)(609)
sector22813,Total for all sectors
sector22814,Total for all sectors
sector22815,Total for all sectors
sector22816,Retail trade
sector22817,Retail trade
sector22818,"Arts, entertainment, and recreation"
sector22819,Other services (except public administration)(609)
sector22820,Total for all sectors
sector22821,Total for all sectors
sector22822,Construction
sector22823,Construction
sector22824,Retail trade
sector22825,"Arts, entertainment, and recreation"
sector22826,Total for all sectors
sector22827,Total for all sectors
sector22828,Total for all sectors
sector22829,Total for all sectors
sector22830,Total for all sectors
sector22831,Construction
sector22832,Construction
sector22833,Manufacturing
sector22834,Manufacturing
sector22835,Wholesale trade
sector22836,Retail trade
sector22837,Transportation and warehousing(607)
sector22838,"Professional, scientific, and technical services"
sector22839,Administrative and support and waste management and remediation services
sector22840,Educational services
sector22841,Health care and social assistance
sector22842,Health care and social assistance
sector22843,"Arts, entertainment, and recreation"
sector22844,Accommodation and food services
sector22845,Other services (except public administration)(609)
sector22846,Other services (except public administration)(609)
sector22847,Total for all sectors
sector22848,Total for all sectors
sector22849,Total for all sectors
sector22850,Construction
sector22851,Retail trade
sector22852,Transportation and warehousing(607)
sector22853,Finance and insurance(608)
sector22854,Health care and social assistance
sector22855,Other services (except public administration)(609)
sector22856,Total for all sectors
sector22857,Total for all sectors
sector22858,Total for all sectors
sector22859,Utilities
sector22860,Construction
sector22861,Construction
sector22862,Construction
sector22863,Manufacturing
sector22864,Manufacturing
sector22865,Wholesale trade
sector22866,Wholesale trade
sector22867,Wholesale trade
sector22868,Retail trade
sector22869,Retail trade
sector22870,Transportation and warehousing(607)
sector22871,Transportation and warehousing(607)
sector22872,Transportation and warehousing(607)
sector22873,Information
sector22874,Information
sector22875,Information
sector22876,Finance and insurance(608)
sector22877,Finance and insurance(608)
sector22878,Real estate and rental and leasing
sector22879,Real estate and rental and leasing
sector22880,Real estate and rental and leasing
sector22881,"Professional, scientific, and technical services"
sector22882,"Professional, scientific, and technical services"
sector22883,"Professional, scientific, and technical services"
sector22884,Management of companies and enterprises
sector22885,Administrative and support and waste management and remediation services
sector22886,Administrative and support and waste management and remediation services
sector22887,Administrative and support and waste management and remediation services
sector22888,Educational services
sector22889,Educational services
sector22890,Educational services
sector22891,Health care and social assistance
sector22892,Health care and social assistance
sector22893,Health care and social assistance
sector22894,"Arts, entertainment, and recreation"
sector22895,"Arts, entertainment, and recreation"
sector22896,"Arts, entertainment, and recreation"
sector22897,Accommodation and food services
sector22898,Accommodation and food services
sector22899,Accommodation and food services
sector22900,Other services (except public administration)(609)
sector22901,Other services (except public administration)(609)
sector22902,Other services (except public administration)(609)
sector22903,Total for all sectors
sector22904,Total for all sectors
sector22905,Health care and social assistance
sector22906,Total for all sectors
sector22907,Retail trade
sector22908,Transportation and warehousing(607)
sector22909,Health care and social assistance
sector22910,Other services (except public administration)(609)
sector22911,Total for all sectors
sector22912,Total for all sectors
sector22913,Total for all sectors
sector22914,Construction
sector22915,Wholesale trade
sector22916,Retail trade
sector22917,Finance and insurance(608)
sector22918,Real estate and rental and leasing
sector22919,"Professional, scientific, and technical services"
sector22920,"Arts, entertainment, and recreation"
sector22921,Accommodation and food services
sector22922,Total for all sectors
sector22923,Total for all sectors
sector22924,Total for all sectors
sector22925,"Agriculture, forestry, fishing and hunting(606)"
sector22926,Construction
sector22927,Manufacturing
sector22928,Wholesale trade
sector22929,Wholesale trade
sector22930,Retail trade
sector22931,Retail trade
sector22932,Retail trade
sector22933,Transportation and warehousing(607)
sector22934,Finance and insurance(608)
sector22935,"Professional, scientific, and technical services"
sector22936,Administrative and support and waste management and remediation services
sector22937,Administrative and support and waste management and remediation services
sector22938,Health care and social assistance
sector22939,Health care and social assistance
sector22940,"Arts, entertainment, and recreation"
sector22941,Accommodation and food services
sector22942,Accommodation and food services
sector22943,Total for all sectors
sector22944,Total for all sectors
sector22945,Total for all sectors
sector22946,Manufacturing
sector22947,Retail trade
sector22948,"Professional, scientific, and technical services"
sector22949,Administrative and support and waste management and remediation services
sector22950,Administrative and support and waste management and remediation services
sector22951,Health care and social assistance
sector22952,Accommodation and food services
sector22953,Other services (except public administration)(609)
sector22954,Total for all sectors
sector22955,Total for all sectors
sector22956,Total for all sectors
sector22957,Construction
sector22958,Manufacturing
sector22959,Manufacturing
sector22960,Wholesale trade
sector22961,Retail trade
sector22962,Transportation and warehousing(607)
sector22963,"Professional, scientific, and technical services"
sector22964,Administrative and support and waste management and remediation services
sector22965,Health care and social assistance
sector22966,Accommodation and food services
sector22967,Other services (except public administration)(609)
sector22968,Other services (except public administration)(609)
sector22969,Total for all sectors
sector22970,Total for all sectors
sector22971,Wholesale trade
sector22972,Retail trade
sector22973,Real estate and rental and leasing
sector22974,Health care and social assistance
sector22975,Other services (except public administration)(609)
sector22976,Total for all sectors
sector22977,"Agriculture, forestry, fishing and hunting(606)"
sector22978,Retail trade
sector22979,Administrative and support and waste management and remediation services
sector22980,Health care and social assistance
sector22981,Total for all sectors
sector22982,Total for all sectors
sector22983,Total for all sectors
sector22984,Total for all sectors
sector22985,Construction
sector22986,Retail trade
sector22987,Finance and insurance(608)
sector22988,Real estate and rental and leasing
sector22989,"Professional, scientific, and technical services"
sector22990,Total for all sectors
sector22991,Total for all sectors
sector22992,Other services (except public administration)(609)
sector22993,Total for all sectors
sector22994,Total for all sectors
sector22995,Total for all sectors
sector22996,Total for all sectors
sector22997,Construction
sector22998,Construction
sector22999,Manufacturing
sector23000,Wholesale trade
sector23001,Wholesale trade
sector23002,Retail trade
sector23003,Retail trade
sector23004,Retail trade
sector23005,Transportation and warehousing(607)
sector23006,Transportation and warehousing(607)
sector23007,Information
sector23008,Finance and insurance(608)
sector23009,Finance and insurance(608)
sector23010,Real estate and rental and leasing
sector23011,Real estate and rental and leasing
sector23012,"Professional, scientific, and technical services"
sector23013,"Professional, scientific, and technical services"
sector23014,Administrative and support and waste management and remediation services
sector23015,Educational services
sector23016,Health care and social assistance
sector23017,Health care and social assistance
sector23018,"Arts, entertainment, and recreation"
sector23019,Accommodation and food services
sector23020,Accommodation and food services
sector23021,Accommodation and food services
sector23022,Other services (except public administration)(609)
sector23023,Other services (except public administration)(609)
sector23024,Total for all sectors
sector23025,Total for all sectors
sector23026,Total for all sectors
sector23027,Construction
sector23028,Construction
sector23029,Construction
sector23030,Manufacturing
sector23031,Manufacturing
sector23032,Manufacturing
sector23033,Wholesale trade
sector23034,Wholesale trade
sector23035,Retail trade
sector23036,Retail trade
sector23037,Retail trade
sector23038,Transportation and warehousing(607)
sector23039,Transportation and warehousing(607)
sector23040,Information
sector23041,Information
sector23042,Finance and insurance(608)
sector23043,Real estate and rental and leasing
sector23044,Real estate and rental and leasing
sector23045,"Professional, scientific, and technical services"
sector23046,"Professional, scientific, and technical services"
sector23047,Administrative and support and waste management and remediation services
sector23048,Administrative and support and waste management and remediation services
sector23049,Administrative and support and waste management and remediation services
sector23050,Educational services
sector23051,Educational services
sector23052,Health care and social assistance
sector23053,Health care and social assistance
sector23054,"Arts, entertainment, and recreation"
sector23055,Accommodation and food services
sector23056,Accommodation and food services
sector23057,Accommodation and food services
sector23058,Other services (except public administration)(609)
sector23059,Other services (except public administration)(609)
sector23060,Total for all sectors
sector23061,Total for all sectors
sector23062,Total for all sectors
sector23063,Total for all sectors
sector23064,Total for all sectors
sector23065,Total for all sectors
sector23066,Transportation and warehousing(607)
sector23067,Total for all sectors
sector23068,Total for all sectors
sector23069,Total for all sectors
sector23070,Retail trade
sector23071,Retail trade
sector23072,Transportation and warehousing(607)
sector23073,Total for all sectors
sector23074,Total for all sectors
sector23075,Total for all sectors
sector23076,Total for all sectors
sector23077,Construction
sector23078,Manufacturing
sector23079,Retail trade
sector23080,Retail trade
sector23081,Retail trade
sector23082,Transportation and warehousing(607)
sector23083,Information
sector23084,Finance and insurance(608)
sector23085,Real estate and rental and leasing
sector23086,Real estate and rental and leasing
sector23087,"Professional, scientific, and technical services"
sector23088,Administrative and support and waste management and remediation services
sector23089,Administrative and support and waste management and remediation services
sector23090,Health care and social assistance
sector23091,Health care and social assistance
sector23092,"Arts, entertainment, and recreation"
sector23093,Accommodation and food services
sector23094,Other services (except public administration)(609)
sector23095,Other services (except public administration)(609)
sector23096,Total for all sectors
sector23097,Total for all sectors
sector23098,Construction
sector23099,Total for all sectors
sector23100,Total for all sectors
sector23101,Retail trade
sector23102,Total for all sectors
sector23103,Construction
sector23104,Other services (except public administration)(609)
sector23105,Total for all sectors
sector23106,Other services (except public administration)(609)
sector23107,Total for all sectors
sector23108,Total for all sectors
sector23109,Total for all sectors
sector23110,Total for all sectors
sector23111,Construction
sector23112,Transportation and warehousing(607)
sector23113,Real estate and rental and leasing
sector23114,"Professional, scientific, and technical services"
sector23115,"Professional, scientific, and technical services"
sector23116,Total for all sectors
sector23117,Total for all sectors
sector23118,Retail trade
sector23119,Total for all sectors
sector23120,Total for all sectors
sector23121,Total for all sectors
sector23122,Total for all sectors
sector23123,Manufacturing
sector23124,Wholesale trade
sector23125,Retail trade
sector23126,Retail trade
sector23127,Retail trade
sector23128,Real estate and rental and leasing
sector23129,Administrative and support and waste management and remediation services
sector23130,Other services (except public administration)(609)
sector23131,Total for all sectors
sector23132,Total for all sectors
sector23133,Construction
sector23134,Retail trade
sector23135,Transportation and warehousing(607)
sector23136,Real estate and rental and leasing
sector23137,"Professional, scientific, and technical services"
sector23138,Accommodation and food services
sector23139,Total for all sectors
sector23140,Total for all sectors
sector23141,Total for all sectors
sector23142,Total for all sectors
sector23143,Retail trade
sector23144,Total for all sectors
sector23145,Total for all sectors
sector23146,Total for all sectors
sector23147,Retail trade
sector23148,Transportation and warehousing(607)
sector23149,Administrative and support and waste management and remediation services
sector23150,"Arts, entertainment, and recreation"
sector23151,Total for all sectors
sector23152,Total for all sectors
sector23153,Total for all sectors
sector23154,Total for all sectors
sector23155,Construction
sector23156,Manufacturing
sector23157,Retail trade
sector23158,Transportation and warehousing(607)
sector23159,Total for all sectors
sector23160,Total for all sectors
sector23161,Total for all sectors
sector23162,Construction
sector23163,Retail trade
sector23164,Retail trade
sector23165,Educational services
sector23166,Total for all sectors
sector23167,Total for all sectors
sector23168,Total for all sectors
sector23169,Total for all sectors
sector23170,Total for all sectors
sector23171,Total for all sectors
sector23172,"Mining, quarrying, and oil and gas extraction"
sector23173,Construction
sector23174,Construction
sector23175,Manufacturing
sector23176,Wholesale trade
sector23177,Retail trade
sector23178,Retail trade
sector23179,Retail trade
sector23180,Transportation and warehousing(607)
sector23181,Finance and insurance(608)
sector23182,Real estate and rental and leasing
sector23183,"Professional, scientific, and technical services"
sector23184,"Professional, scientific, and technical services"
sector23185,Administrative and support and waste management and remediation services
sector23186,Health care and social assistance
sector23187,Health care and social assistance
sector23188,"Arts, entertainment, and recreation"
sector23189,Accommodation and food services
sector23190,Other services (except public administration)(609)
sector23191,Total for all sectors
sector23192,Total for all sectors
sector23193,Total for all sectors
sector23194,Total for all sectors
sector23195,Wholesale trade
sector23196,Retail trade
sector23197,Retail trade
sector23198,Transportation and warehousing(607)
sector23199,Transportation and warehousing(607)
sector23200,Finance and insurance(608)
sector23201,"Arts, entertainment, and recreation"
sector23202,Health care and social assistance
sector23203,Total for all sectors
sector23204,Total for all sectors
sector23205,Total for all sectors
sector23206,Retail trade
sector23207,Total for all sectors
sector23208,Total for all sectors
sector23209,Construction
sector23210,Retail trade
sector23211,Total for all sectors
sector23212,Total for all sectors
sector23213,Total for all sectors
sector23214,"Mining, quarrying, and oil and gas extraction"
sector23215,"Mining, quarrying, and oil and gas extraction"
sector23216,Construction
sector23217,Manufacturing
sector23218,Manufacturing
sector23219,Wholesale trade
sector23220,Retail trade
sector23221,Retail trade
sector23222,Retail trade
sector23223,Transportation and warehousing(607)
sector23224,Transportation and warehousing(607)
sector23225,Finance and insurance(608)
sector23226,Real estate and rental and leasing
sector23227,"Professional, scientific, and technical services"
sector23228,"Professional, scientific, and technical services"
sector23229,Administrative and support and waste management and remediation services
sector23230,Administrative and support and waste management and remediation services
sector23231,Health care and social assistance
sector23232,Health care and social assistance
sector23233,"Arts, entertainment, and recreation"
sector23234,Accommodation and food services
sector23235,Accommodation and food services
sector23236,Accommodation and food services
sector23237,Other services (except public administration)(609)
sector23238,Total for all sectors
sector23239,Total for all sectors
sector23240,Construction
sector23241,Total for all sectors
sector23242,Total for all sectors
sector23243,Total for all sectors
sector23244,"Agriculture, forestry, fishing and hunting(606)"
sector23245,Construction
sector23246,Construction
sector23247,Manufacturing
sector23248,Wholesale trade
sector23249,Retail trade
sector23250,Retail trade
sector23251,Transportation and warehousing(607)
sector23252,Transportation and warehousing(607)
sector23253,Transportation and warehousing(607)
sector23254,Finance and insurance(608)
sector23255,Real estate and rental and leasing
sector23256,"Professional, scientific, and technical services"
sector23257,Administrative and support and waste management and remediation services
sector23258,Health care and social assistance
sector23259,Accommodation and food services
sector23260,Other services (except public administration)(609)
sector23261,Other services (except public administration)(609)
sector23262,Total for all sectors
sector23263,Retail trade
sector23264,Retail trade
sector23265,Retail trade
sector23266,Transportation and warehousing(607)
sector23267,Real estate and rental and leasing
sector23268,Administrative and support and waste management and remediation services
sector23269,Other services (except public administration)(609)
sector23270,Total for all sectors
sector23271,Total for all sectors
sector23272,Total for all sectors
sector23273,Construction
sector23274,Manufacturing
sector23275,Wholesale trade
sector23276,Retail trade
sector23277,Retail trade
sector23278,Retail trade
sector23279,Transportation and warehousing(607)
sector23280,Administrative and support and waste management and remediation services
sector23281,Accommodation and food services
sector23282,Other services (except public administration)(609)
sector23283,Total for all sectors
sector23284,Construction
sector23285,Manufacturing
sector23286,Manufacturing
sector23287,Retail trade
sector23288,Transportation and warehousing(607)
sector23289,Real estate and rental and leasing
sector23290,"Professional, scientific, and technical services"
sector23291,"Arts, entertainment, and recreation"
sector23292,"Arts, entertainment, and recreation"
sector23293,Other services (except public administration)(609)
sector23294,Total for all sectors
sector23295,Total for all sectors
sector23296,Total for all sectors
sector23297,Manufacturing
sector23298,Retail trade
sector23299,Retail trade
sector23300,Retail trade
sector23301,Transportation and warehousing(607)
sector23302,Transportation and warehousing(607)
sector23303,Real estate and rental and leasing
sector23304,"Professional, scientific, and technical services"
sector23305,Administrative and support and waste management and remediation services
sector23306,Administrative and support and waste management and remediation services
sector23307,Health care and social assistance
sector23308,Health care and social assistance
sector23309,"Arts, entertainment, and recreation"
sector23310,Accommodation and food services
sector23311,Total for all sectors
sector23312,Total for all sectors
sector23313,Educational services
sector23314,"Arts, entertainment, and recreation"
sector23315,Total for all sectors
sector23316,Total for all sectors
sector23317,Construction
sector23318,Manufacturing
sector23319,Wholesale trade
sector23320,Transportation and warehousing(607)
sector23321,"Professional, scientific, and technical services"
sector23322,Health care and social assistance
sector23323,"Arts, entertainment, and recreation"
sector23324,Accommodation and food services
sector23325,Total for all sectors
sector23326,Total for all sectors
sector23327,Total for all sectors
sector23328,Construction
sector23329,Manufacturing
sector23330,Wholesale trade
sector23331,Retail trade
sector23332,Transportation and warehousing(607)
sector23333,"Professional, scientific, and technical services"
sector23334,Administrative and support and waste management and remediation services
sector23335,Accommodation and food services
sector23336,Other services (except public administration)(609)
sector23337,Total for all sectors
sector23338,Total for all sectors
sector23339,Total for all sectors
sector23340,Retail trade
sector23341,"Professional, scientific, and technical services"
sector23342,Administrative and support and waste management and remediation services
sector23343,Educational services
sector23344,Total for all sectors
sector23345,Total for all sectors
sector23346,Total for all sectors
sector23347,Construction
sector23348,Construction
sector23349,Manufacturing
sector23350,Manufacturing
sector23351,Manufacturing
sector23352,Wholesale trade
sector23353,Wholesale trade
sector23354,Retail trade
sector23355,Retail trade
sector23356,Retail trade
sector23357,Transportation and warehousing(607)
sector23358,Transportation and warehousing(607)
sector23359,Transportation and warehousing(607)
sector23360,Information
sector23361,Finance and insurance(608)
sector23362,Real estate and rental and leasing
sector23363,"Professional, scientific, and technical services"
sector23364,"Professional, scientific, and technical services"
sector23365,"Professional, scientific, and technical services"
sector23366,Administrative and support and waste management and remediation services
sector23367,Administrative and support and waste management and remediation services
sector23368,Educational services
sector23369,Health care and social assistance
sector23370,"Arts, entertainment, and recreation"
sector23371,"Arts, entertainment, and recreation"
sector23372,Accommodation and food services
sector23373,Accommodation and food services
sector23374,Other services (except public administration)(609)
sector23375,Other services (except public administration)(609)
sector23376,Total for all sectors
sector23377,"Agriculture, forestry, fishing and hunting(606)"
sector23378,Administrative and support and waste management and remediation services
sector23379,Total for all sectors
sector23380,Total for all sectors
sector23381,Manufacturing
sector23382,Wholesale trade
sector23383,Retail trade
sector23384,Retail trade
sector23385,Finance and insurance(608)
sector23386,Administrative and support and waste management and remediation services
sector23387,"Arts, entertainment, and recreation"
sector23388,Total for all sectors
sector23389,Total for all sectors
sector23390,Total for all sectors
sector23391,Construction
sector23392,Construction
sector23393,Manufacturing
sector23394,Wholesale trade
sector23395,Retail trade
sector23396,Retail trade
sector23397,Retail trade
sector23398,Transportation and warehousing(607)
sector23399,"Professional, scientific, and technical services"
sector23400,Administrative and support and waste management and remediation services
sector23401,Health care and social assistance
sector23402,"Arts, entertainment, and recreation"
sector23403,Accommodation and food services
sector23404,Other services (except public administration)(609)
sector23405,Total for all sectors
sector23406,Total for all sectors
sector23407,Total for all sectors
sector23408,Construction
sector23409,Manufacturing
sector23410,Wholesale trade
sector23411,Retail trade
sector23412,Retail trade
sector23413,Information
sector23414,"Professional, scientific, and technical services"
sector23415,Administrative and support and waste management and remediation services
sector23416,Health care and social assistance
sector23417,Accommodation and food services
sector23418,Other services (except public administration)(609)
sector23419,Other services (except public administration)(609)
sector23420,Total for all sectors
sector23421,Total for all sectors
sector23422,Wholesale trade
sector23423,Retail trade
sector23424,Transportation and warehousing(607)
sector23425,Real estate and rental and leasing
sector23426,"Professional, scientific, and technical services"
sector23427,Health care and social assistance
sector23428,"Arts, entertainment, and recreation"
sector23429,Other services (except public administration)(609)
sector23430,Total for all sectors
sector23431,Total for all sectors
sector23432,Construction
sector23433,Manufacturing
sector23434,Manufacturing
sector23435,Retail trade
sector23436,Retail trade
sector23437,Transportation and warehousing(607)
sector23438,Educational services
sector23439,Health care and social assistance
sector23440,Accommodation and food services
sector23441,Total for all sectors
sector23442,Total for all sectors
sector23443,Construction
sector23444,Manufacturing
sector23445,Manufacturing
sector23446,Retail trade
sector23447,Retail trade
sector23448,Transportation and warehousing(607)
sector23449,Administrative and support and waste management and remediation services
sector23450,Health care and social assistance
sector23451,Total for all sectors
sector23452,Total for all sectors
sector23453,Total for all sectors
sector23454,"Agriculture, forestry, fishing and hunting(606)"
sector23455,Manufacturing
sector23456,Retail trade
sector23457,Retail trade
sector23458,Administrative and support and waste management and remediation services
sector23459,Administrative and support and waste management and remediation services
sector23460,Health care and social assistance
sector23461,"Arts, entertainment, and recreation"
sector23462,Accommodation and food services
sector23463,Other services (except public administration)(609)
sector23464,Total for all sectors
sector23465,Total for all sectors
sector23466,Total for all sectors
sector23467,"Agriculture, forestry, fishing and hunting(606)"
sector23468,"Agriculture, forestry, fishing and hunting(606)"
sector23469,Construction
sector23470,Construction
sector23471,Construction
sector23472,Manufacturing
sector23473,Manufacturing
sector23474,Manufacturing
sector23475,Wholesale trade
sector23476,Wholesale trade
sector23477,Wholesale trade
sector23478,Retail trade
sector23479,Retail trade
sector23480,Retail trade
sector23481,Transportation and warehousing(607)
sector23482,Transportation and warehousing(607)
sector23483,Information
sector23484,Information
sector23485,Information
sector23486,Finance and insurance(608)
sector23487,Finance and insurance(608)
sector23488,Real estate and rental and leasing
sector23489,Real estate and rental and leasing
sector23490,Real estate and rental and leasing
sector23491,"Professional, scientific, and technical services"
sector23492,"Professional, scientific, and technical services"
sector23493,"Professional, scientific, and technical services"
sector23494,Management of companies and enterprises
sector23495,Administrative and support and waste management and remediation services
sector23496,Administrative and support and waste management and remediation services
sector23497,Administrative and support and waste management and remediation services
sector23498,Educational services
sector23499,Educational services
sector23500,Health care and social assistance
sector23501,Health care and social assistance
sector23502,Health care and social assistance
sector23503,"Arts, entertainment, and recreation"
sector23504,"Arts, entertainment, and recreation"
sector23505,"Arts, entertainment, and recreation"
sector23506,Accommodation and food services
sector23507,Accommodation and food services
sector23508,Accommodation and food services
sector23509,Other services (except public administration)(609)
sector23510,Other services (except public administration)(609)
sector23511,Other services (except public administration)(609)
sector23512,Total for all sectors
sector23513,Construction
sector23514,Manufacturing
sector23515,Wholesale trade
sector23516,Transportation and warehousing(607)
sector23517,Administrative and support and waste management and remediation services
sector23518,Accommodation and food services
sector23519,Total for all sectors
sector23520,Total for all sectors
sector23521,Total for all sectors
sector23522,Manufacturing
sector23523,Wholesale trade
sector23524,Retail trade
sector23525,Retail trade
sector23526,Finance and insurance(608)
sector23527,Real estate and rental and leasing
sector23528,Accommodation and food services
sector23529,Total for all sectors
sector23530,Total for all sectors
sector23531,Total for all sectors
sector23532,Construction
sector23533,Manufacturing
sector23534,Manufacturing
sector23535,Wholesale trade
sector23536,Retail trade
sector23537,Retail trade
sector23538,Transportation and warehousing(607)
sector23539,Information
sector23540,Finance and insurance(608)
sector23541,"Professional, scientific, and technical services"
sector23542,"Professional, scientific, and technical services"
sector23543,"Professional, scientific, and technical services"
sector23544,Administrative and support and waste management and remediation services
sector23545,Administrative and support and waste management and remediation services
sector23546,Educational services
sector23547,Health care and social assistance
sector23548,"Arts, entertainment, and recreation"
sector23549,Accommodation and food services
sector23550,Other services (except public administration)(609)
sector23551,Total for all sectors
sector23552,Total for all sectors
sector23553,Total for all sectors
sector23554,Construction
sector23555,Manufacturing
sector23556,Wholesale trade
sector23557,Retail trade
sector23558,Retail trade
sector23559,Transportation and warehousing(607)
sector23560,Transportation and warehousing(607)
sector23561,Real estate and rental and leasing
sector23562,"Professional, scientific, and technical services"
sector23563,Health care and social assistance
sector23564,Health care and social assistance
sector23565,"Arts, entertainment, and recreation"
sector23566,"Arts, entertainment, and recreation"
sector23567,Accommodation and food services
sector23568,Accommodation and food services
sector23569,Other services (except public administration)(609)
sector23570,Total for all sectors
sector23571,Total for all sectors
sector23572,Total for all sectors
sector23573,Manufacturing
sector23574,Manufacturing
sector23575,Wholesale trade
sector23576,Retail trade
sector23577,Transportation and warehousing(607)
sector23578,Finance and insurance(608)
sector23579,Real estate and rental and leasing
sector23580,Administrative and support and waste management and remediation services
sector23581,Health care and social assistance
sector23582,Accommodation and food services
sector23583,Other services (except public administration)(609)
sector23584,Total for all sectors
sector23585,Total for all sectors
sector23586,Construction
sector23587,Retail trade
sector23588,Administrative and support and waste management and remediation services
sector23589,Total for all sectors
sector23590,Total for all sectors
sector23591,Total for all sectors
sector23592,"Mining, quarrying, and oil and gas extraction"
sector23593,"Mining, quarrying, and oil and gas extraction"
sector23594,Utilities
sector23595,Construction
sector23596,Construction
sector23597,Construction
sector23598,Manufacturing
sector23599,Manufacturing
sector23600,Manufacturing
sector23601,Wholesale trade
sector23602,Wholesale trade
sector23603,Wholesale trade
sector23604,Retail trade
sector23605,Retail trade
sector23606,Retail trade
sector23607,Transportation and warehousing(607)
sector23608,Transportation and warehousing(607)
sector23609,Information
sector23610,Information
sector23611,Information
sector23612,Finance and insurance(608)
sector23613,Finance and insurance(608)
sector23614,Real estate and rental and leasing
sector23615,Real estate and rental and leasing
sector23616,"Professional, scientific, and technical services"
sector23617,"Professional, scientific, and technical services"
sector23618,"Professional, scientific, and technical services"
sector23619,Management of companies and enterprises
sector23620,Administrative and support and waste management and remediation services
sector23621,Administrative and support and waste management and remediation services
sector23622,Educational services
sector23623,Educational services
sector23624,Health care and social assistance
sector23625,Health care and social assistance
sector23626,Health care and social assistance
sector23627,"Arts, entertainment, and recreation"
sector23628,"Arts, entertainment, and recreation"
sector23629,Accommodation and food services
sector23630,Accommodation and food services
sector23631,Accommodation and food services
sector23632,Other services (except public administration)(609)
sector23633,Other services (except public administration)(609)
sector23634,Other services (except public administration)(609)
sector23635,Total for all sectors
sector23636,Total for all sectors
sector23637,Manufacturing
sector23638,Retail trade
sector23639,Transportation and warehousing(607)
sector23640,Information
sector23641,Administrative and support and waste management and remediation services
sector23642,Other services (except public administration)(609)
sector23643,Total for all sectors
sector23644,Total for all sectors
sector23645,Manufacturing
sector23646,Wholesale trade
sector23647,Retail trade
sector23648,Educational services
sector23649,Health care and social assistance
sector23650,Total for all sectors
sector23651,Total for all sectors
sector23652,Total for all sectors
sector23653,Manufacturing
sector23654,Retail trade
sector23655,Retail trade
sector23656,Transportation and warehousing(607)
sector23657,Transportation and warehousing(607)
sector23658,"Professional, scientific, and technical services"
sector23659,Educational services
sector23660,Health care and social assistance
sector23661,Accommodation and food services
sector23662,Other services (except public administration)(609)
sector23663,Total for all sectors
sector23664,Total for all sectors
sector23665,Total for all sectors
sector23666,"Agriculture, forestry, fishing and hunting(606)"
sector23667,Construction
sector23668,Construction
sector23669,Manufacturing
sector23670,Wholesale trade
sector23671,Wholesale trade
sector23672,Retail trade
sector23673,Retail trade
sector23674,Retail trade
sector23675,Transportation and warehousing(607)
sector23676,Information
sector23677,Finance and insurance(608)
sector23678,Real estate and rental and leasing
sector23679,"Professional, scientific, and technical services"
sector23680,"Professional, scientific, and technical services"
sector23681,Administrative and support and waste management and remediation services
sector23682,Administrative and support and waste management and remediation services
sector23683,Educational services
sector23684,"Arts, entertainment, and recreation"
sector23685,Accommodation and food services
sector23686,Other services (except public administration)(609)
sector23687,Total for all sectors
sector23688,Construction
sector23689,Manufacturing
sector23690,Wholesale trade
sector23691,Retail trade
sector23692,"Professional, scientific, and technical services"
